Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
T3 8A,,bray-p 1,1.1713,mgP/L,0.125741,Wed Oct 25 12:34:01 2023,1,3
T1 0,,bray-p 1,0.56,mgP/L,0.177012,Wed Oct 25 10:58:28 2023,1,1
C C V,,bray-p 1,0.4995,mgP/L,0.158723,Wed Oct 25 10:59:45 2023,1,1
C C B ,,bray-p 1,-0.0034,mgP/L,0.00668,Wed Oct 25 11:01:06 2023,1,1
T4 32A,,bray-p 1,3.386,mgP/L,0.120309,Wed Oct 25 13:51:41 2023,1,9.09
T1.3.80B,,bray-p 1,0.8654,mgP/L,0.269324,Wed Oct 25 11:03:43 2023,1,1
T4.36B,,bray-p 1,15.8216,mgP/L,0.246859,Wed Oct 25 14:46:30 2023,1,20
T4.20B,,bray-p 1,1.529,mgP/L,0.161792,Wed Oct 25 12:38:05 2023,1,3
T40.B,,bray-p 1,2.6175,mgP/L,0.271471,Wed Oct 25 12:39:26 2023,1,3
T3 48 B,,bray-p 1,9.4174,mgP/L,0.15006,Wed Oct 25 14:47:24 2023,1,20
T3.32 B,,bray-p 1,4.2331,mgP/L,0.148479,Wed Oct 25 13:55:44 2023,1,9.09
T3.28B,,bray-p 1,2.7527,mgP/L,0.285102,Wed Oct 25 12:46:12 2023,1,3
T1.11.40B,,bray-p 1,0.6937,mgP/L,0.217413,Wed Oct 25 11:12:44 2023,1,1
T4.16.B,,bray-p 1,0.9465,mgP/L,0.293842,Wed Oct 25 11:14:01 2023,1,1
C C V,,bray-p 1,0.5017,mgP/L,0.159388,Wed Oct 25 11:15:18 2023,1,1
C C B ,,bray-p 1,-0.0051,mgP/L,0.006179,Wed Oct 25 11:16:38 2023,1,1
T1.33.2B,,bray-p 1,6.2337,mgP/L,0.215005,Wed Oct 25 13:57:05 2023,1,9.09
T1.25.6B,,bray-p 1,5.3626,mgP/L,0.186039,Wed Oct 25 14:01:06 2023,1,9.09
T4.4.B,,bray-p 1,1.3963,mgP/L,0.148417,Wed Oct 25 12:50:16 2023,1,3
T4.24.B,,bray-p 1,1.704,mgP/L,0.179418,Wed Oct 25 12:51:37 2023,1,3
T3.36 B,,bray-p 1,7.6262,mgP/L,0.261309,Wed Oct 25 14:02:27 2023,1,9.09
T3.12.B,,bray-p 1,1.6346,mgP/L,0.172428,Wed Oct 25 12:54:19 2023,1,3
T3.16.B,,bray-p 1,1.3958,mgP/L,0.148361,Wed Oct 25 12:55:40 2023,1,3
T3.8.B,,bray-p 1,0.9053,mgP/L,0.281403,Wed Oct 25 11:26:54 2023,1,1
T3.24.B,,bray-p 1,2.4656,mgP/L,0.256162,Wed Oct 25 12:59:41 2023,1,3
T2.4.A,,bray-p 1,0.6755,mgP/L,0.211925,Wed Oct 25 11:29:28 2023,1,1
C C V,,bray-p 1,0.4949,mgP/L,0.157322,Wed Oct 25 11:30:45 2023,1,1
C C B ,,bray-p 1,-0.0019,mgP/L,0.007151,Wed Oct 25 11:32:06 2023,1,1
T4.12.B,,bray-p 1,1.8497,mgP/L,0.194101,Wed Oct 25 13:01:01 2023,1,3
T4.40.B,,bray-p 1,8.7094,mgP/L,0.297331,Wed Oct 25 14:03:48 2023,1,9.09
T4.28B,,bray-p 1,2.7661,mgP/L,0.286447,Wed Oct 25 13:03:42 2023,1,3
T4.8.B,,bray-p 1,1.5954,mgP/L,0.168484,Wed Oct 25 13:05:03 2023,1,3
T2.20.B,,bray-p 1,4.9786,mgP/L,0.17327,Wed Oct 25 14:05:08 2023,1,9.09
T3.4.B,,bray-p 1,2.63,mgP/L,0.272734,Wed Oct 25 13:07:44 2023,1,3
T4.32.B,,bray-p 1,3.2659,mgP/L,0.116318,Wed Oct 25 14:06:27 2023,1,9.09
T3.44.B,,bray-p 1,6.3027,mgP/L,0.217301,Wed Oct 25 14:07:24 2023,1,9.09
T1.0.A,,bray-p 1,0.5764,mgP/L,0.181953,Wed Oct 25 11:43:43 2023,1,1
T4.0.A,,bray-p 1,2.6248,mgP/L,0.272209,Wed Oct 25 13:11:47 2023,1,3
C C V,,bray-p 1,0.5007,mgP/L,0.159077,Wed Oct 25 11:46:18 2023,1,1
C C B ,,bray-p 1,-0.0022,mgP/L,0.007052,Wed Oct 25 11:47:39 2023,1,1
T4.44B,,bray-p 1,6.4526,mgP/L,0.222284,Wed Oct 25 14:08:26 2023,1,9.09
BLANK B,,bray-p 1,-0.0054,mgP/L,0.00608,Wed Oct 25 11:50:16 2023,1,1
T2 28 B,,bray-p 1,5.683,mgP/L,0.196694,Wed Oct 25 14:09:19 2023,1,9.09
T2 24B,,bray-p 1,7.6813,mgP/L,0.263142,Wed Oct 25 14:10:12 2023,1,9.09
T2.0.B,,bray-p 1,0.8534,mgP/L,0.265712,Wed Oct 25 11:54:10 2023,1,1
T1.49.B,,bray-p 1,5.1409,mgP/L,0.178665,Wed Oct 25 14:11:05 2023,1,9.09
T2.8.B,,bray-p 1,0.6763,mgP/L,0.212157,Wed Oct 25 11:56:49 2023,1,1
T2.4.B,,bray-p 1,0.6628,mgP/L,0.208089,Wed Oct 25 11:57:46 2023,1,1
T3.40.B,,bray-p 1,22.4767,mgP/L,0.347452,Wed Oct 25 14:48:17 2023,1,20
T3.0.B,,bray-p 1,1.2904,mgP/L,0.137749,Wed Oct 25 13:19:59 2023,1,3
C C V,,bray-p 1,0.4928,mgP/L,0.15668,Wed Oct 25 12:00:34 2023,1,1
C C B ,,bray-p 1,-0.0049,mgP/L,0.006232,Wed Oct 25 12:01:28 2023,1,1
T2.12.B,,bray-p 1,0.5933,mgP/L,0.187085,Wed Oct 25 12:02:22 2023,1,1
T3.20.B,,bray-p 1,1.4347,mgP/L,0.152287,Wed Oct 25 13:20:52 2023,1,3
T2.16.B,,bray-p 1,1.6457,mgP/L,0.17355,Wed Oct 25 13:21:45 2023,1,3
T3.32.A,,bray-p 1,5.1195,mgP/L,0.177955,Wed Oct 25 14:14:39 2023,1,9.09
C C V,,bray-p 1,0.4883,mgP/L,0.155324,Wed Oct 25 12:05:55 2023,1,1
C C B ,,bray-p 1,-0.004,mgP/L,0.006512,Wed Oct 25 12:06:48 2023,1,1
